Date,Time,ms,LEVEL,TEMPERATURE
3/27/2025,8:30:00 AM,0,0.0978,9.163
3/27/2025,8:45:00 AM,0,0.0942,8.718
3/27/2025,9:00:00 AM,0,0.102,8.668
3/27/2025,9:15:00 AM,0,0.1045,8.72
3/27/2025,9:30:00 AM,0,0.1066,8.748
3/27/2025,9:45:00 AM,0,0.1059,8.744
3/27/2025,10:00:00 AM,0,0.1042,8.74
3/27/2025,10:15:00 AM,0,0.1061,8.748
3/27/2025,10:30:00 AM,0,0.098,8.738
3/27/2025,10:45:00 AM,0,0.1026,8.909
3/27/2025,11:00:00 AM,0,0.1093,9.05
3/27/2025,11:15:00 AM,0,0.1064,9.098
3/27/2025,11:30:00 AM,0,0.1057,9.124
3/27/2025,11:45:00 AM,0,0.1107,9.118
3/27/2025,12:00:00 PM,0,0.1102,9.114
3/27/2025,12:15:00 PM,0,0.1054,9.053
3/27/2025,12:30:00 PM,0,0.1073,9.015
3/27/2025,12:45:00 PM,0,0.1034,9.015
3/27/2025,1:00:00 PM,0,0.1054,8.967
3/27/2025,1:15:00 PM,0,0.1038,8.949
3/27/2025,1:30:00 PM,0,0.1061,8.946
3/27/2025,1:45:00 PM,0,0.1059,8.972
3/27/2025,2:00:00 PM,0,0.1051,8.998
3/27/2025,2:15:00 PM,0,0.1073,9.008
3/27/2025,2:30:00 PM,0,0.1053,9.017
3/27/2025,2:45:00 PM,0,0.11,9.017
3/27/2025,3:00:00 PM,0,0.1075,9.018
3/27/2025,3:15:00 PM,0,0.1103,9.135
3/27/2025,3:30:00 PM,0,0.1103,9.113
3/27/2025,3:45:00 PM,0,0.1079,9.043
3/27/2025,4:00:00 PM,0,0.1073,8.995
3/27/2025,4:15:00 PM,0,0.105,8.91
3/27/2025,4:30:00 PM,0,0.1033,8.834
3/27/2025,4:45:00 PM,0,0.1027,8.766
3/27/2025,5:00:00 PM,0,0.1035,8.739
3/27/2025,5:15:00 PM,0,0.1028,8.745
3/27/2025,5:30:00 PM,0,0.1053,8.751
3/27/2025,5:45:00 PM,0,0.1051,8.745
3/27/2025,6:00:00 PM,0,0.1044,8.722
3/27/2025,6:15:00 PM,0,0.1044,8.705
3/27/2025,6:30:00 PM,0,0.1046,8.683
3/27/2025,6:45:00 PM,0,0.1034,8.672
3/27/2025,7:00:00 PM,0,0.1025,8.659
3/27/2025,7:15:00 PM,0,0.1021,8.639
3/27/2025,7:30:00 PM,0,0.1024,8.617
3/27/2025,7:45:00 PM,0,0.1024,8.591
3/27/2025,8:00:00 PM,0,0.1034,8.574
3/27/2025,8:15:00 PM,0,0.1031,8.561
3/27/2025,8:30:00 PM,0,0.1022,8.56
3/27/2025,8:45:00 PM,0,0.105,8.557
3/27/2025,9:00:00 PM,0,0.1038,8.556
3/27/2025,9:15:00 PM,0,0.1023,8.555
3/27/2025,9:30:00 PM,0,0.102,8.561
3/27/2025,9:45:00 PM,0,0.1011,8.561
3/27/2025,10:00:00 PM,0,0.0997,8.554
3/27/2025,10:15:00 PM,0,0.1002,8.545
3/27/2025,10:30:00 PM,0,0.1011,8.542
3/27/2025,10:45:00 PM,0,0.0996,8.545
3/27/2025,11:00:00 PM,0,0.1005,8.546
3/27/2025,11:15:00 PM,0,0.0995,8.544
3/27/2025,11:30:00 PM,0,0.0994,8.55
3/27/2025,11:45:00 PM,0,0.0985,8.558
3/28/2025,12:00:00 AM,0,0.1002,8.561
3/28/2025,12:15:00 AM,0,0.099,8.564
3/28/2025,12:30:00 AM,0,0.0992,8.56
3/28/2025,12:45:00 AM,0,0.099,8.56
3/28/2025,1:00:00 AM,0,0.099,8.562
3/28/2025,1:15:00 AM,0,0.0997,8.557
3/28/2025,1:30:00 AM,0,0.0993,8.557
3/28/2025,1:45:00 AM,0,0.0992,8.553
3/28/2025,2:00:00 AM,0,0.1003,8.55
3/28/2025,2:15:00 AM,0,0.1002,8.55
3/28/2025,2:30:00 AM,0,0.099,8.551
3/28/2025,2:45:00 AM,0,0.0988,8.555
3/28/2025,3:00:00 AM,0,0.0998,8.554
3/28/2025,3:15:00 AM,0,0.1002,8.552
3/28/2025,3:30:00 AM,0,0.0997,8.557
3/28/2025,3:45:00 AM,0,0.0998,8.56
3/28/2025,4:00:00 AM,0,0.0985,8.559
3/28/2025,4:15:00 AM,0,0.0989,8.563
3/28/2025,4:30:00 AM,0,0.0991,8.569
3/28/2025,4:45:00 AM,0,0.0985,8.575
3/28/2025,5:00:00 AM,0,0.0974,8.582
3/28/2025,5:15:00 AM,0,0.0975,8.586
3/28/2025,5:30:00 AM,0,0.0998,8.58
3/28/2025,5:45:00 AM,0,0.0975,8.565
3/28/2025,6:00:00 AM,0,0.0963,8.543
3/28/2025,6:15:00 AM,0,0.0964,8.529
3/28/2025,6:30:00 AM,0,0.0973,8.528
3/28/2025,6:45:00 AM,0,0.0974,8.529
3/28/2025,7:00:00 AM,0,0.0957,8.525
3/28/2025,7:15:00 AM,0,0.0968,8.505
3/28/2025,7:30:00 AM,0,0.0955,8.477
3/28/2025,7:45:00 AM,0,0.0963,8.472
3/28/2025,8:00:00 AM,0,0.0959,8.482
