#	"Date Time, GMT-07:00"	"DO conc, mg/L (LGR S/N: 20697570, SEN S/N: 20697570)"	"Temp, °F (LGR S/N: 20697570, SEN S/N: 20697570)"	"Batt, V (LGR S/N: 20697570, SEN S/N: 20697570)"	Coupler Attached (LGR S/N: 20697570)	Host Connected (LGR S/N: 20697570)	Stopped (LGR S/N: 20697570)	End Of File (LGR S/N: 20697570)
1	1/23/2020 18:00	11.15	43.16	3.5				
2	1/23/2020 18:30	11.73	40.39	3.53				
3	1/23/2020 19:00	11.61	40.32	3.53				
4	1/23/2020 19:30	11.51	40.28	3.54				
5	1/23/2020 20:00	11.42	40.21	3.54				
6	1/23/2020 20:30	11.35	40.17	3.54				
7	1/23/2020 21:00	11.28	40.14	3.54				
8	1/23/2020 21:30	11.23	40.06	3.54				
9	1/23/2020 22:00	11.15	40.03	3.54				
10	1/23/2020 22:30	11.09	39.99	3.54				
11	1/23/2020 23:00	11.02	39.96	3.54				
12	1/23/2020 23:30	10.95	39.96	3.54				
13	1/24/2020 0:00	10.89	39.96	3.54				
14	1/24/2020 0:30	10.84	39.96	3.54				
15	1/24/2020 1:00	10.82	39.99	3.54				
16	1/24/2020 1:30	10.78	40.1	3.54				
17	1/24/2020 2:00	10.72	40.17	3.54				
18	1/24/2020 2:30	10.64	40.21	3.54				
19	1/24/2020 3:00	10.59	40.24	3.54				
20	1/24/2020 3:30	10.56	40.32	3.54				
21	1/24/2020 4:00	10.54	40.42	3.54				
22	1/24/2020 4:30	10.5	40.57	3.54				
23	1/24/2020 5:00	10.46	40.75	3.54				
24	1/24/2020 5:30	10.41	40.86	3.54				
25	1/24/2020 6:00	10.37	40.93	3.54				
26	1/24/2020 6:30	10.33	41.07	3.54				
27	1/24/2020 7:00	10.28	41.22	3.54				
28	1/24/2020 7:30	10.26	41.25	3.54				
29	1/24/2020 8:00	10.27	41.25	3.54				
30	1/24/2020 8:30	10.28	41.29	3.54				
31	1/24/2020 9:00	10.33	41.29	3.54				
32	1/24/2020 9:30	10.41	41.29	3.54				
33	1/24/2020 10:00	10.54	41.25	3.54				
34	1/24/2020 10:30	10.66	41.29	3.54				
35	1/24/2020 11:00	10.79	41.36	3.54				
36	1/24/2020 11:30	10.93	41.5	3.54				
37	1/24/2020 12:00	11.04	41.72	3.54				
38	1/24/2020 12:30	11.15	41.97	3.54				
39	1/24/2020 13:00	11.26	42.22	3.54				
40	1/24/2020 13:30	11.36	42.48	3.54				
41	1/24/2020 14:00	11.38	42.66	3.54				
42	1/24/2020 14:30	11.39	42.8	3.54				
43	1/24/2020 15:00	11.36	42.91	3.54				
44	1/24/2020 15:30	11.4	43.05	3.54				
45	1/24/2020 16:00	11.43	43.2	3.54				
46	1/24/2020 16:30	11.37	43.12	3.54				
47	1/24/2020 17:00	11.28	42.98	3.54				
48	1/24/2020 17:30	11.21	42.87	3.54				
49	1/24/2020 18:00	11.1	42.76	3.54				
50	1/24/2020 18:30	10.99	42.69	3.54				
51	1/24/2020 19:00	10.88	42.66	3.54				
52	1/24/2020 19:30	10.79	42.66	3.54				
